QID,title,difficulty,categorySlug,topicTags
3267,Count Almost Equal Pairs II,Hard,algorithms,"array,hash-table,sorting,counting,enumeration"
3268,Find Overlapping Shifts II,Hard,database,database
3269,Constructing Two Increasing Arrays,Hard,algorithms,"array,dynamic-programming"
3270,Find the Key of the Numbers,Easy,algorithms,math
3271,Hash Divided String,Medium,algorithms,"string,simulation"
3272,Find the Count of Good Integers,Hard,algorithms,"hash-table,math,combinatorics,enumeration"
3273,Minimum Amount of Damage Dealt to Bob,Hard,algorithms,"array,greedy,sorting"
3274,Check if Two Chessboard Squares Have the Same Color,Easy,algorithms,"math,string"
3275,K-th Nearest Obstacle Queries,Medium,algorithms,"array,heap-priority-queue"
3276,Select Cells in Grid With Maximum Score,Hard,algorithms,"array,dynamic-programming,bit-manipulation,matrix,bitmask"
3277,Maximum XOR Score Subarray Queries,Hard,algorithms,"array,dynamic-programming"
3278,Find Candidates for Data Scientist Position II,Medium,database,database
3279,Maximum Total Area Occupied by Pistons,Hard,algorithms,"array,hash-table,string,simulation,counting,prefix-sum"
3280,Convert Date to Binary,Easy,algorithms,"math,string"
3281,Maximize Score of Numbers in Ranges,Medium,algorithms,"array,binary-search,greedy,sorting"
3282,Reach End of Array With Max Score,Medium,algorithms,"array,greedy"
3283,Maximum Number of Moves to Kill All Pawns,Hard,algorithms,"array,math,bit-manipulation,breadth-first-search,game-theory,bitmask"
3284,Sum of Consecutive Subarrays,Medium,algorithms,"array,two-pointers,dynamic-programming"
3285,Find Indices of Stable Mountains,Easy,algorithms,array
3286,Find a Safe Walk Through a Grid,Medium,algorithms,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
3287,Find the Maximum Sequence Value of Array,Hard,algorithms,"array,dynamic-programming,bit-manipulation"
3288,Length of the Longest Increasing Path,Hard,algorithms,"array,binary-search,sorting"
3289,The Two Sneaky Numbers of Digitville,Easy,algorithms,"array,hash-table,math"
3290,Maximum Multiplication Score,Medium,algorithms,"array,dynamic-programming"
3291,Minimum Number of Valid Strings to Form Target I,Medium,algorithms,"array,string,binary-search,dynamic-programming,trie,segment-tree,rolling-hash,string-matching,hash-function"
3292,Minimum Number of Valid Strings to Form Target II,Hard,algorithms,"array,string,binary-search,dynamic-programming,segment-tree,rolling-hash,string-matching,hash-function"
3293,Calculate Product Final Price,Medium,database,database
3294,Convert Doubly Linked List to Array II,Medium,algorithms,"array,linked-list,doubly-linked-list"
3295,Report Spam Message,Medium,algorithms,"array,hash-table,string"
3296,Minimum Number of Seconds to Make Mountain Height Zero,Medium,algorithms,"array,math,binary-search,greedy,heap-priority-queue"
3297,Count Substrings That Can Be Rearranged to Contain a String I,Medium,algorithms,"hash-table,string,sliding-window"
3298,Count Substrings That Can Be Rearranged to Contain a String II,Hard,algorithms,"hash-table,string,sliding-window"
3299,Sum of Consecutive Subsequences,Hard,algorithms,"array,hash-table,dynamic-programming"
3300,Minimum Element After Replacement With Digit Sum,Easy,algorithms,"array,math"
3301,Maximize the Total Height of Unique Towers,Medium,algorithms,"array,greedy,sorting"
3302,Find the Lexicographically Smallest Valid Sequence,Medium,algorithms,"two-pointers,string,dynamic-programming,greedy"
3303,Find the Occurrence of First Almost Equal Substring,Hard,algorithms,"string,string-matching"
3304,Find the K-th Character in String Game I,Easy,algorithms,"math,bit-manipulation,recursion,simulation"
3305,Count of Substrings Containing Every Vowel and K Consonants I,Medium,algorithms,"hash-table,string,sliding-window"
3306,Count of Substrings Containing Every Vowel and K Consonants II,Medium,algorithms,"hash-table,string,sliding-window"
3307,Find the K-th Character in String Game II,Hard,algorithms,"math,bit-manipulation,recursion"
3308,Find Top Performing Driver,Medium,database,database
3309,Maximum Possible Number by Binary Concatenation,Medium,algorithms,"array,bit-manipulation,enumeration"
3310,Remove Methods From Project,Medium,algorithms,"depth-first-search,breadth-first-search,graph"
3311,Construct 2D Grid Matching Graph Layout,Hard,algorithms,"array,hash-table,graph,matrix"
3312,Sorted GCD Pair Queries,Hard,algorithms,"array,hash-table,math,binary-search,combinatorics,counting,number-theory,prefix-sum"
3313,Find the Last Marked Nodes in Tree,Hard,algorithms,"tree,depth-first-search"
3314,Construct the Minimum Bitwise Array I,Easy,algorithms,"array,bit-manipulation"
3315,Construct the Minimum Bitwise Array II,Medium,algorithms,"array,bit-manipulation"
3316,Find Maximum Removals From Source String,Medium,algorithms,"array,hash-table,two-pointers,string,dynamic-programming"
3317,Find the Number of Possible Ways for an Event,Hard,algorithms,"math,dynamic-programming,combinatorics"
3318,Find X-Sum of All K-Long Subarrays I,Easy,algorithms,"array,hash-table,sliding-window,heap-priority-queue"
3319,K-th Largest Perfect Subtree Size in Binary Tree,Medium,algorithms,"tree,depth-first-search,sorting,binary-tree"
3320,Count The Number of Winning Sequences,Hard,algorithms,"string,dynamic-programming"
3321,Find X-Sum of All K-Long Subarrays II,Hard,algorithms,"array,hash-table,sliding-window,heap-priority-queue"
3322,Premier League Table Ranking III,Medium,database,database
3323,Minimize Connected Groups by Inserting Interval,Medium,algorithms,"array,binary-search,sliding-window,sorting"
3324,Find the Sequence of Strings Appeared on the Screen,Medium,algorithms,"string,simulation"
3325,Count Substrings With K-Frequency Characters I,Medium,algorithms,"hash-table,string,sliding-window"
3326,Minimum Division Operations to Make Array Non Decreasing,Medium,algorithms,"array,math,greedy,number-theory"
3327,Check if DFS Strings Are Palindromes,Hard,algorithms,"array,hash-table,string,tree,depth-first-search,hash-function"
3328,Find Cities in Each State II,Medium,database,database
3329,Count Substrings With K-Frequency Characters II,Hard,algorithms,"hash-table,string,sliding-window"
3330,Find the Original Typed String I,Easy,algorithms,string
3331,Find Subtree Sizes After Changes,Medium,algorithms,"array,hash-table,string,tree,depth-first-search"
3332,Maximum Points Tourist Can Earn,Medium,algorithms,"array,dynamic-programming,matrix"
3333,Find the Original Typed String II,Hard,algorithms,"string,dynamic-programming,prefix-sum"
3334,Find the Maximum Factor Score of Array,Medium,algorithms,"array,math,number-theory"
3335,Total Characters in String After Transformations I,Medium,algorithms,"hash-table,math,string,dynamic-programming,counting"
3336,Find the Number of Subsequences With Equal GCD,Hard,algorithms,"array,math,dynamic-programming,number-theory"
3337,Total Characters in String After Transformations II,Hard,algorithms,"hash-table,math,string,dynamic-programming,counting"
3338,Second Highest Salary II,Medium,database,database
3339,Find the Number of K-Even Arrays,Medium,algorithms,dynamic-programming
3340,Check Balanced String,Easy,algorithms,string
3341,Find Minimum Time to Reach Last Room I,Medium,algorithms,"array,graph,heap-priority-queue,matrix,shortest-path"
3342,Find Minimum Time to Reach Last Room II,Medium,algorithms,"array,graph,heap-priority-queue,matrix,shortest-path"
3343,Count Number of Balanced Permutations,Hard,algorithms,"math,string,dynamic-programming,combinatorics"
3344,Maximum Sized Array,Medium,algorithms,"binary-search,bit-manipulation"
3345,Smallest Divisible Digit Product I,Easy,algorithms,"math,enumeration"
3346,Maximum Frequency of an Element After Performing Operations I,Medium,algorithms,"array,binary-search,sliding-window,sorting,prefix-sum"
3347,Maximum Frequency of an Element After Performing Operations II,Hard,algorithms,"array,binary-search,sliding-window,sorting,prefix-sum"
3348,Smallest Divisible Digit Product II,Hard,algorithms,"math,string,backtracking,greedy,number-theory"
3349,Adjacent Increasing Subarrays Detection I,Easy,algorithms,array
3350,Adjacent Increasing Subarrays Detection II,Medium,algorithms,"array,binary-search"
3351,Sum of Good Subsequences,Hard,algorithms,"array,hash-table,dynamic-programming"
3352,Count K-Reducible Numbers Less Than N,Hard,algorithms,"math,string,dynamic-programming,combinatorics"
3353,Minimum Total Operations,Easy,algorithms,array
3354,Make Array Elements Equal to Zero,Easy,algorithms,"array,simulation,prefix-sum"
3355,Zero Array Transformation I,Medium,algorithms,"array,prefix-sum"
3356,Zero Array Transformation II,Medium,algorithms,"array,binary-search,prefix-sum"
3357,Minimize the Maximum Adjacent Element Difference,Hard,algorithms,"array,binary-search,greedy"
3358,Books with NULL Ratings,Easy,database,database
3359,Find Sorted Submatrices With Maximum Element at Most K,Hard,algorithms,"array,stack,matrix,monotonic-stack"
3360,Stone Removal Game,Easy,algorithms,"math,simulation"
3361,Shift Distance Between Two Strings,Medium,algorithms,"array,string,prefix-sum"
3362,Zero Array Transformation III,Medium,algorithms,"array,greedy,sorting,heap-priority-queue,prefix-sum"
3363,Find the Maximum Number of Fruits Collected,Hard,algorithms,"array,dynamic-programming,matrix"
3364,Minimum Positive Sum Subarray ,Easy,algorithms,"array,sliding-window,prefix-sum"
3365,Rearrange K Substrings to Form Target String,Medium,algorithms,"hash-table,string,sorting"
3366,Minimum Array Sum,Medium,algorithms,"array,dynamic-programming"
3367,Maximize Sum of Weights after Edge Removals,Hard,algorithms,"dynamic-programming,tree,depth-first-search"
3368,First Letter Capitalization,Hard,database,database
3369,Design an Array Statistics Tracker ,Hard,algorithms,"hash-table,binary-search,design,queue,heap-priority-queue,data-stream,ordered-set"
3370,Smallest Number With All Set Bits,Easy,algorithms,"math,bit-manipulation"
3371,Identify the Largest Outlier in an Array,Medium,algorithms,"array,hash-table,counting,enumeration"
3372,Maximize the Number of Target Nodes After Connecting Trees I,Medium,algorithms,"tree,depth-first-search,breadth-first-search"
3373,Maximize the Number of Target Nodes After Connecting Trees II,Hard,algorithms,"tree,depth-first-search,breadth-first-search"
3374,First Letter Capitalization II,Hard,database,database
3375,Minimum Operations to Make Array Values Equal to K,Easy,algorithms,"array,hash-table"
3376,Minimum Time to Break Locks I,Medium,algorithms,"array,dynamic-programming,backtracking,bit-manipulation,depth-first-search,bitmask"
3377,Digit Operations to Make Two Integers Equal,Medium,algorithms,"math,graph,heap-priority-queue,number-theory,shortest-path"
3378,Count Connected Components in LCM Graph,Hard,algorithms,"array,hash-table,math,union-find,number-theory"
3379,Transformed Array,Easy,algorithms,"array,simulation"
3380,Maximum Area Rectangle With Point Constraints I,Medium,algorithms,"array,math,binary-indexed-tree,segment-tree,geometry,sorting,enumeration"
3381,Maximum Subarray Sum With Length Divisible by K,Medium,algorithms,"array,hash-table,prefix-sum"
3382,Maximum Area Rectangle With Point Constraints II,Hard,algorithms,"array,math,binary-indexed-tree,segment-tree,geometry,sorting"
3383,Minimum Runes to Add to Cast Spell,Hard,algorithms,"array,depth-first-search,breadth-first-search,union-find,graph,topological-sort"
3384,Team Dominance by Pass Success,Hard,database,database
3385,Minimum Time to Break Locks II,Hard,algorithms,"array,depth-first-search,graph"
3386,Button with Longest Push Time,Easy,algorithms,array
3387,Maximize Amount After Two Days of Conversions,Medium,algorithms,"array,string,depth-first-search,breadth-first-search,graph"
3388,Count Beautiful Splits in an Array,Medium,algorithms,"array,dynamic-programming"
3389,Minimum Operations to Make Character Frequencies Equal,Hard,algorithms,"hash-table,string,dynamic-programming,counting,enumeration"
3390,Longest Team Pass Streak,Hard,database,database
3391,Design a 3D Binary Matrix with Efficient Layer Tracking,Medium,algorithms,"array,hash-table,design,heap-priority-queue,matrix,ordered-set"
3392,Count Subarrays of Length Three With a Condition,Easy,algorithms,array
3393,Count Paths With the Given XOR Value,Medium,algorithms,"array,dynamic-programming,bit-manipulation,matrix"
3394,Check if Grid can be Cut into Sections,Medium,algorithms,"array,sorting"
3395,Subsequences with a Unique Middle Mode I,Hard,algorithms,"array,hash-table,math,combinatorics"
3396,Minimum Number of Operations to Make Elements in Array Distinct,Easy,algorithms,"array,hash-table"
3397,Maximum Number of Distinct Elements After Operations,Medium,algorithms,"array,greedy,sorting"
3398,Smallest Substring With Identical Characters I,Hard,algorithms,"array,binary-search,enumeration"
3399,Smallest Substring With Identical Characters II,Hard,algorithms,"string,binary-search"
3400,Maximum Number of Matching Indices After Right Shifts,Medium,algorithms,"array,two-pointers,simulation"
3401,Find Circular Gift Exchange Chains,Hard,database,database
3402,Minimum Operations to Make Columns Strictly Increasing,Easy,algorithms,"array,greedy,matrix"
3403,Find the Lexicographically Largest String From the Box I,Medium,algorithms,"two-pointers,string,enumeration"
3404,Count Special Subsequences,Medium,algorithms,"array,hash-table,math,enumeration"
3405,Count the Number of Arrays with K Matching Adjacent Elements,Hard,algorithms,"math,combinatorics"
3406,Find the Lexicographically Largest String From the Box II,Hard,algorithms,"two-pointers,string"
3407,Substring Matching Pattern,Easy,algorithms,"string,string-matching"
3408,Design Task Manager,Medium,algorithms,"hash-table,design,heap-priority-queue,ordered-set"
3409,Longest Subsequence With Decreasing Adjacent Difference,Medium,algorithms,"array,dynamic-programming"
3410,Maximize Subarray Sum After Removing All Occurrences of One Element,Hard,algorithms,"array,dynamic-programming,segment-tree"
3411,Maximum Subarray With Equal Products,Easy,algorithms,"array,math,sliding-window,enumeration,number-theory"
3412,Find Mirror Score of a String,Medium,algorithms,"hash-table,string,stack,simulation"
3413,Maximum Coins From K Consecutive Bags,Medium,algorithms,"array,binary-search,greedy,sliding-window,sorting,prefix-sum"
